EXPLAIN,,,,,,,,,
TAG,CV,,,,,,,,
TITLE,LABEL,Cyclic Voltammetry,Test Identifier,,,,,,
,24,0.5,4.07E-02,1.24E-03,0.00E+00,4.00E-02,6.42E-04,9,...........
,25,0.52,5.07E-02,1.26E-03,0.00E+00,5.00E-02,6.40E-04,9,...........
,26,0.54,6.06E-02,1.28E-03,0.00E+00,6.00E-02,6.32E-04,9,...........
,27,0.56,7.07E-02,1.29E-03,0.00E+00,7.00E-02,6.42E-04,9,...........
,28,0.58,8.07E-02,1.30E-03,0.00E+00,8.00E-02,6.44E-04,9,...........
,29,0.6,9.07E-02,1.27E-03,0.00E+00,9.00E-02,6.40E-04,9,...........
,30,0.62,1.01E-01,1.18E-03,0.00E+00,1.00E-01,6.52E-04,9,...........
,31,0.64,1.11E-01,1.02E-03,0.00E+00,1.10E-01,6.46E-04,9,...........
,32,0.66,1.21E-01,8.48E-04,0.00E+00,1.20E-01,6.42E-04,9,...........
,33,0.68,1.31E-01,7.15E-04,0.00E+00,1.30E-01,6.35E-04,9,...........
,34,0.7,1.41E-01,6.15E-04,0.00E+00,1.40E-01,6.41E-04,9,...........
,35,0.72,1.51E-01,5.39E-04,0.00E+00,1.50E-01,6.28E-04,9,...........
,36,0.74,1.61E-01,4.80E-04,0.00E+00,1.60E-01,6.35E-04,9,...........
,37,0.76,1.71E-01,4.36E-04,0.00E+00,1.70E-01,6.35E-04,9,...........
,38,0.78,1.81E-01,4.05E-04,0.00E+00,1.80E-01,6.40E-04,9,...........
,39,0.8,1.91E-01,3.84E-04,0.00E+00,1.90E-01,6.32E-04,9,...........
,40,0.82,2.01E-01,3.70E-04,0.00E+00,2.00E-01,6.38E-04,9,...........
,41,0.84,2.11E-01,3.62E-04,0.00E+00,2.10E-01,6.29E-04,9,...........
,42,0.86,2.21E-01,3.59E-04,0.00E+00,2.20E-01,6.31E-04,9,...........
,43,0.88,2.31E-01,3.59E-04,0.00E+00,2.30E-01,6.30E-04,9,...........
,44,0.9,2.41E-01,3.61E-04,0.00E+00,2.40E-01,6.42E-04,9,...........
,45,0.92,2.51E-01,3.65E-04,0.00E+00,2.50E-01,6.33E-04,9,...........
,46,0.94,2.61E-01,3.70E-04,0.00E+00,2.60E-01,6.37E-04,9,...........
,47,0.96,2.71E-01,3.76E-04,0.00E+00,2.70E-01,6.20E-04,9,...........
,48,0.98,2.81E-01,3.83E-04,0.00E+00,2.80E-01,6.34E-04,9,...........
,49,1,2.91E-01,3.91E-04,0.00E+00,2.90E-01,6.39E-04,9,...........
,50,1.02,3.01E-01,3.99E-04,0.00E+00,3.00E-01,6.37E-04,9,...........
,51,1.04,3.11E-01,4.06E-04,0.00E+00,3.10E-01,6.30E-04,9,...........
,52,1.06,3.21E-01,4.14E-04,0.00E+00,3.20E-01,6.33E-04,9,...........
,53,1.08,3.31E-01,4.20E-04,0.00E+00,3.30E-01,6.46E-04,9,...........
,54,1.1,3.41E-01,4.26E-04,0.00E+00,3.40E-01,6.38E-04,9,...........
,55,1.12,3.51E-01,4.31E-04,0.00E+00,3.50E-01,6.23E-04,9,...........
,56,1.14,3.61E-01,4.35E-04,0.00E+00,3.60E-01,6.39E-04,9,...........
,57,1.16,3.71E-01,4.39E-04,0.00E+00,3.70E-01,6.41E-04,9,...........
,58,1.18,3.81E-01,4.41E-04,0.00E+00,3.80E-01,6.26E-04,9,...........
,59,1.2,3.91E-01,4.44E-04,0.00E+00,3.90E-01,6.43E-04,9,...........
,60,1.22,4.01E-01,4.45E-04,0.00E+00,4.00E-01,6.33E-04,9,...........
,61,1.24,4.11E-01,4.45E-04,0.00E+00,4.10E-01,6.35E-04,9,...........
,62,1.26,4.21E-01,4.44E-04,0.00E+00,4.20E-01,6.35E-04,9,...........
,63,1.28,4.31E-01,4.41E-04,0.00E+00,4.30E-01,6.36E-04,9,...........
,64,1.3,4.41E-01,4.36E-04,0.00E+00,4.40E-01,6.30E-04,9,...........
,65,1.32,4.51E-01,4.29E-04,0.00E+00,4.50E-01,6.33E-04,9,...........
,66,1.34,4.61E-01,4.19E-04,0.00E+00,4.60E-01,6.31E-04,9,...........
,67,1.36,4.71E-01,4.08E-04,0.00E+00,4.70E-01,6.30E-04,9,...........
,68,1.38,4.81E-01,3.96E-04,0.00E+00,4.80E-01,6.35E-04,9,...........
,69,1.4,4.91E-01,3.83E-04,0.00E+00,4.90E-01,6.33E-04,9,...........
,70,1.42,5.01E-01,3.70E-04,0.00E+00,5.00E-01,6.45E-04,9,...........
,71,1.44,5.11E-01,3.59E-04,0.00E+00,5.10E-01,6.37E-04,9,...........
,72,1.46,5.21E-01,3.49E-04,0.00E+00,5.20E-01,6.32E-04,9,...........
,73,1.48,5.31E-01,3.42E-04,0.00E+00,5.30E-01,6.35E-04,9,...........
,74,1.5,5.41E-01,3.37E-04,0.00E+00,5.40E-01,6.23E-04,9,...........
,75,1.52,5.51E-01,3.35E-04,0.00E+00,5.50E-01,6.42E-04,9,...........
,76,1.54,5.61E-01,3.36E-04,0.00E+00,5.60E-01,6.39E-04,9,...........
,77,1.56,5.71E-01,3.39E-04,0.00E+00,5.70E-01,6.32E-04,9,...........
,78,1.58,5.81E-01,3.46E-04,0.00E+00,5.80E-01,6.23E-04,9,...........
,79,1.6,5.91E-01,3.56E-04,0.00E+00,5.90E-01,6.43E-04,9,...........
,80,1.62,6.01E-01,3.69E-04,0.00E+00,6.00E-01,6.37E-04,9,...........
,81,1.64,6.11E-01,3.86E-04,0.00E+00,6.10E-01,6.37E-04,9,...........
,82,1.66,6.21E-01,4.08E-04,0.00E+00,6.20E-01,6.43E-04,9,...........
,83,1.68,6.31E-01,4.34E-04,0.00E+00,6.30E-01,6.32E-04,9,...........
,84,1.7,6.41E-01,4.66E-04,0.00E+00,6.40E-01,6.42E-04,9,...........
,85,1.72,6.51E-01,5.01E-04,0.00E+00,6.50E-01,6.38E-04,9,...........
,86,1.74,6.61E-01,5.39E-04,0.00E+00,6.60E-01,6.45E-04,9,...........
,87,1.76,6.71E-01,5.78E-04,0.00E+00,6.70E-01,6.37E-04,9,...........
,88,1.78,6.81E-01,6.17E-04,0.00E+00,6.80E-01,6.33E-04,9,...........
,89,1.8,6.91E-01,6.57E-04,0.00E+00,6.90E-01,6.39E-04,9,...........
,90,1.82,7.01E-01,6.94E-04,0.00E+00,7.00E-01,6.35E-04,9,...........
,91,1.84,7.11E-01,7.30E-04,0.00E+00,7.10E-01,6.44E-04,9,...........
,92,1.86,7.21E-01,7.63E-04,0.00E+00,7.20E-01,6.25E-04,9,...........
,93,1.88,7.31E-01,7.94E-04,0.00E+00,7.30E-01,6.36E-04,9,...........
,94,1.9,7.41E-01,8.24E-04,0.00E+00,7.40E-01,6.41E-04,9,...........
,95,1.92,7.51E-01,8.51E-04,0.00E+00,7.50E-01,6.36E-04,9,...........
,96,1.94,7.61E-01,8.75E-04,0.00E+00,7.60E-01,6.37E-04,9,...........
,97,1.96,7.71E-01,8.95E-04,0.00E+00,7.70E-01,6.31E-04,9,...........
,98,1.98,7.81E-01,9.13E-04,0.00E+00,7.80E-01,6.35E-04,9,...........
,99,2,7.91E-01,9.27E-04,0.00E+00,7.90E-01,6.39E-04,9,...........
,100,2.02,8.01E-01,9.40E-04,0.00E+00,8.00E-01,6.27E-04,9,...........
,101,2.04,8.11E-01,9.51E-04,0.00E+00,8.10E-01,6.38E-04,9,...........
,102,2.06,8.21E-01,9.63E-04,0.00E+00,8.20E-01,6.41E-04,9,...........
,103,2.08,8.31E-01,9.74E-04,0.00E+00,8.30E-01,6.26E-04,9,...........
,104,2.1,8.41E-01,9.86E-04,0.00E+00,8.40E-01,6.43E-04,9,...........
,105,2.12,8.51E-01,9.98E-04,0.00E+00,8.50E-01,6.39E-04,9,...........
,106,2.14,8.61E-01,1.01E-03,0.00E+00,8.60E-01,6.34E-04,9,...........
,107,2.16,8.71E-01,1.02E-03,0.00E+00,8.70E-01,6.48E-04,9,...........
,108,2.18,8.81E-01,1.03E-03,0.00E+00,8.80E-01,6.35E-04,9,...........
,109,2.2,8.91E-01,1.04E-03,0.00E+00,8.90E-01,6.40E-04,9,...........
,110,2.22,9.01E-01,1.05E-03,0.00E+00,9.00E-01,6.32E-04,9,...........
,111,2.24,9.11E-01,1.06E-03,0.00E+00,9.10E-01,6.35E-04,9,...........
,112,2.26,9.21E-01,1.06E-03,0.00E+00,9.20E-01,6.36E-04,9,...........
,113,2.28,9.31E-01,1.06E-03,0.00E+00,9.30E-01,6.35E-04,9,...........
,114,2.3,9.41E-01,1.06E-03,0.00E+00,9.40E-01,6.37E-04,9,...........
,115,2.32,9.51E-01,1.05E-03,0.00E+00,9.50E-01,6.39E-04,9,...........
,116,2.34,9.61E-01,1.05E-03,0.00E+00,9.60E-01,6.37E-04,9,...........
,117,2.36,9.71E-01,1.04E-03,0.00E+00,9.70E-01,6.41E-04,9,...........
,118,2.38,9.81E-01,1.03E-03,0.00E+00,9.80E-01,6.37E-04,9,...........
,119,2.4,9.91E-01,1.02E-03,0.00E+00,9.90E-01,6.37E-04,9,...........
,120,2.42,1.00E+00,1.01E-03,0.00E+00,1.00E+00,6.28E-04,9,...........
,121,2.44,1.01E+00,1.01E-03,0.00E+00,1.01E+00,6.53E-04,9,...........
,122,2.46,1.02E+00,9.99E-04,0.00E+00,1.02E+00,6.40E-04,9,...........
,123,2.48,1.03E+00,9.93E-04,0.00E+00,1.03E+00,6.40E-04,9,...........
,124,2.5,1.04E+00,9.88E-04,0.00E+00,1.04E+00,6.32E-04,9,...........
,125,2.52,1.05E+00,9.84E-04,0.00E+00,1.05E+00,6.33E-04,9,...........
,126,2.54,1.06E+00,9.81E-04,0.00E+00,1.06E+00,6.31E-04,9,...........
,127,2.56,1.07E+00,9.80E-04,0.00E+00,1.07E+00,6.47E-04,9,...........
,128,2.58,1.08E+00,9.79E-04,0.00E+00,1.08E+00,6.45E-04,9,...........
,129,2.6,1.09E+00,9.79E-04,0.00E+00,1.09E+00,6.37E-04,9,...........
,130,2.62,1.10E+00,9.80E-04,0.00E+00,1.10E+00,6.38E-04,9,...........
,131,2.64,1.11E+00,9.82E-04,0.00E+00,1.11E+00,6.51E-04,9,...........
,132,2.66,1.12E+00,9.85E-04,0.00E+00,1.12E+00,6.32E-04,9,...........
,133,2.68,1.13E+00,9.89E-04,0.00E+00,1.13E+00,6.35E-04,9,...........
,134,2.7,1.14E+00,9.95E-04,0.00E+00,1.14E+00,6.32E-04,9,...........
,135,2.72,1.15E+00,1.00E-03,0.00E+00,1.15E+00,6.27E-04,9,...........
,136,2.74,1.16E+00,1.01E-03,0.00E+00,1.16E+00,6.38E-04,9,...........
,137,2.76,1.17E+00,1.02E-03,0.00E+00,1.17E+00,6.40E-04,9,...........
,138,2.78,1.18E+00,1.03E-03,0.00E+00,1.18E+00,6.36E-04,9,...........
,139,2.8,1.19E+00,1.04E-03,0.00E+00,1.19E+00,6.37E-04,9,...........
,140,2.82,1.20E+00,1.05E-03,0.00E+00,1.20E+00,6.31E-04,9,...........
,141,2.84,1.19E+00,7.96E-04,0.00E+00,1.19E+00,6.38E-04,9,...........
,142,2.86,1.18E+00,6.07E-04,0.00E+00,1.18E+00,6.34E-04,9,...........
,143,2.88,1.17E+00,4.57E-04,0.00E+00,1.17E+00,6.38E-04,9,...........
,144,2.9,1.16E+00,3.36E-04,0.00E+00,1.16E+00,6.25E-04,9,...........
,145,2.92,1.15E+00,2.38E-04,0.00E+00,1.15E+00,6.36E-04,9,...........
,146,2.94,1.14E+00,1.58E-04,0.00E+00,1.14E+00,6.23E-04,9,...........
,147,2.96,1.13E+00,9.35E-05,0.00E+00,1.13E+00,6.39E-04,9,...........
,148,2.98,1.12E+00,4.18E-05,0.00E+00,1.12E+00,6.32E-04,9,...........
,149,3,1.11E+00,4.40E-07,0.00E+00,1.11E+00,6.34E-04,9,...........
,150,3.02,1.10E+00,-3.26E-05,0.00E+00,1.10E+00,6.31E-04,9,...........
,151,3.04,1.09E+00,-5.91E-05,0.00E+00,1.09E+00,6.41E-04,9,...........
,152,3.06,1.08E+00,-8.04E-05,0.00E+00,1.08E+00,6.45E-04,9,...........
,153,3.08,1.07E+00,-9.76E-05,0.00E+00,1.07E+00,6.51E-04,9,...........
,154,3.1,1.06E+00,-1.12E-04,0.00E+00,1.06E+00,6.34E-04,9,...........
,155,3.12,1.05E+00,-1.23E-04,0.00E+00,1.05E+00,6.31E-04,9,...........
,156,3.14,1.04E+00,-1.33E-04,0.00E+00,1.04E+00,6.35E-04,9,...........
,157,3.16,1.03E+00,-1.41E-04,0.00E+00,1.03E+00,6.39E-04,9,...........
,158,3.18,1.02E+00,-1.49E-04,0.00E+00,1.02E+00,6.31E-04,9,...........
,159,3.2,1.01E+00,-1.55E-04,0.00E+00,1.01E+00,6.38E-04,9,...........
,160,3.22,1.00E+00,-1.61E-04,0.00E+00,1.00E+00,6.30E-04,9,...........
,161,3.24,9.91E-01,-1.66E-04,0.00E+00,9.90E-01,6.30E-04,9,...........
,162,3.26,9.81E-01,-1.71E-04,0.00E+00,9.80E-01,6.33E-04,9,...........
,163,3.28,9.71E-01,-1.75E-04,0.00E+00,9.70E-01,6.40E-04,9,...........
,164,3.3,9.61E-01,-1.80E-04,0.00E+00,9.60E-01,6.38E-04,9,...........
,165,3.32,9.51E-01,-1.84E-04,0.00E+00,9.50E-01,6.36E-04,9,...........
,166,3.34,9.41E-01,-1.88E-04,0.00E+00,9.40E-01,6.42E-04,9,...........
,167,3.36,9.31E-01,-1.93E-04,0.00E+00,9.30E-01,6.40E-04,9,...........
,168,3.38,9.21E-01,-1.97E-04,0.00E+00,9.20E-01,6.39E-04,9,...........
,169,3.4,9.11E-01,-2.02E-04,0.00E+00,9.10E-01,6.32E-04,9,...........
,170,3.42,9.01E-01,-2.07E-04,0.00E+00,9.00E-01,6.35E-04,9,...........
,171,3.44,8.91E-01,-2.12E-04,0.00E+00,8.90E-01,6.49E-04,9,...........
,172,3.46,8.81E-01,-2.17E-04,0.00E+00,8.80E-01,6.42E-04,9,...........
,173,3.48,8.71E-01,-2.22E-04,0.00E+00,8.70E-01,6.46E-04,9,...........
,174,3.5,8.61E-01,-2.28E-04,0.00E+00,8.60E-01,6.39E-04,9,...........
,175,3.52,8.51E-01,-2.34E-04,0.00E+00,8.50E-01,6.44E-04,9,...........
,176,3.54,8.41E-01,-2.41E-04,0.00E+00,8.40E-01,6.33E-04,9,...........
,177,3.56,8.31E-01,-2.48E-04,0.00E+00,8.30E-01,6.41E-04,9,...........
,178,3.58,8.21E-01,-2.55E-04,0.00E+00,8.20E-01,6.33E-04,9,...........
,179,3.6,8.11E-01,-2.63E-04,0.00E+00,8.10E-01,6.40E-04,9,...........
,180,3.62,8.01E-01,-2.71E-04,0.00E+00,8.00E-01,6.39E-04,9,...........
,181,3.64,7.91E-01,-2.80E-04,0.00E+00,7.90E-01,6.35E-04,9,...........
,182,3.66,7.81E-01,-2.90E-04,0.00E+00,7.80E-01,6.28E-04,9,...........
,183,3.68,7.71E-01,-3.00E-04,0.00E+00,7.70E-01,6.45E-04,9,...........
,184,3.7,7.61E-01,-3.11E-04,0.00E+00,7.60E-01,6.38E-04,9,...........
,185,3.72,7.51E-01,-3.23E-04,0.00E+00,7.50E-01,6.40E-04,9,...........
,186,3.74,7.41E-01,-3.35E-04,0.00E+00,7.40E-01,6.42E-04,9,...........
,187,3.76,7.31E-01,-3.49E-04,0.00E+00,7.30E-01,6.41E-04,9,...........
,188,3.78,7.21E-01,-3.63E-04,0.00E+00,7.20E-01,6.35E-04,9,...........
,189,3.8,7.11E-01,-3.78E-04,0.00E+00,7.10E-01,6.38E-04,9,...........
,190,3.82,7.01E-01,-3.95E-04,0.00E+00,7.00E-01,6.43E-04,9,...........
,191,3.84,6.91E-01,-4.13E-04,0.00E+00,6.90E-01,6.38E-04,9,...........
,192,3.86,6.81E-01,-4.32E-04,0.00E+00,6.80E-01,6.35E-04,9,...........
,193,3.88,6.71E-01,-4.52E-04,0.00E+00,6.70E-01,6.48E-04,9,...........
,194,3.9,6.61E-01,-4.75E-04,0.00E+00,6.60E-01,6.30E-04,9,...........
,195,3.92,6.51E-01,-4.98E-04,0.00E+00,6.50E-01,6.32E-04,9,...........
,196,3.94,6.41E-01,-5.24E-04,0.00E+00,6.40E-01,6.35E-04,9,...........
,197,3.96,6.31E-01,-5.52E-04,0.00E+00,6.30E-01,6.42E-04,9,...........
,198,3.98,6.21E-01,-5.80E-04,0.00E+00,6.20E-01,6.42E-04,9,...........
,199,4,6.11E-01,-6.12E-04,0.00E+00,6.10E-01,6.46E-04,9,...........
,200,4.02,6.01E-01,-6.45E-04,0.00E+00,6.00E-01,6.30E-04,9,...........
,201,4.04,5.91E-01,-6.81E-04,0.00E+00,5.90E-01,6.37E-04,9,...........
,202,4.06,5.81E-01,-7.18E-04,0.00E+00,5.80E-01,6.37E-04,9,...........
,203,4.08,5.71E-01,-7.57E-04,0.00E+00,5.70E-01,6.42E-04,9,...........
,204,4.1,5.61E-01,-7.99E-04,0.00E+00,5.60E-01,6.35E-04,9,...........
,205,4.12,5.51E-01,-8.42E-04,0.00E+00,5.50E-01,6.36E-04,9,...........
,206,4.14,5.41E-01,-8.88E-04,0.00E+00,5.40E-01,6.37E-04,9,...........
,207,4.16,5.31E-01,-9.35E-04,0.00E+00,5.30E-01,6.44E-04,9,...........
,208,4.18,5.21E-01,-9.85E-04,0.00E+00,5.20E-01,6.39E-04,9,...........
,209,4.2,5.11E-01,-1.03E-03,0.00E+00,5.10E-01,6.33E-04,9,...........
,210,4.22,5.01E-01,-1.08E-03,0.00E+00,5.00E-01,6.37E-04,9,...........
,211,4.24,4.91E-01,-1.14E-03,0.00E+00,4.90E-01,6.37E-04,9,...........
,212,4.26,4.81E-01,-1.19E-03,0.00E+00,4.80E-01,6.35E-04,9,...........
,213,4.28,4.71E-01,-1.23E-03,0.00E+00,4.70E-01,6.40E-04,9,...........
,214,4.3,4.61E-01,-1.28E-03,0.00E+00,4.60E-01,6.50E-04,9,...........
,215,4.32,4.51E-01,-1.33E-03,0.00E+00,4.50E-01,6.49E-04,9,...........
,216,4.34,4.41E-01,-1.37E-03,0.00E+00,4.40E-01,6.35E-04,9,...........
,217,4.36,4.31E-01,-1.41E-03,0.00E+00,4.30E-01,6.46E-04,9,...........
,218,4.38,4.21E-01,-1.44E-03,0.00E+00,4.20E-01,6.44E-04,9,...........
,219,4.4,4.11E-01,-1.47E-03,0.00E+00,4.10E-01,6.46E-04,9,...........
,220,4.42,4.01E-01,-1.49E-03,0.00E+00,4.00E-01,6.29E-04,9,...........
,221,4.44,3.91E-01,-1.51E-03,0.00E+00,3.90E-01,6.37E-04,9,...........
,222,4.46,3.81E-01,-1.52E-03,0.00E+00,3.80E-01,6.35E-04,9,...........
,223,4.48,3.71E-01,-1.53E-03,0.00E+00,3.70E-01,6.33E-04,9,...........
,224,4.5,3.61E-01,-1.52E-03,0.00E+00,3.60E-01,6.39E-04,9,...........
,225,4.52,3.51E-01,-1.51E-03,0.00E+00,3.50E-01,6.42E-04,9,...........
,226,4.54,3.41E-01,-1.49E-03,0.00E+00,3.40E-01,6.36E-04,9,...........
,227,4.56,3.31E-01,-1.47E-03,0.00E+00,3.30E-01,6.41E-04,9,...........
,228,4.58,3.21E-01,-1.44E-03,0.00E+00,3.20E-01,6.35E-04,9,...........
,229,4.6,3.11E-01,-1.41E-03,0.00E+00,3.10E-01,6.34E-04,9,...........
,230,4.62,3.01E-01,-1.37E-03,0.00E+00,3.00E-01,6.40E-04,9,...........
,231,4.64,2.91E-01,-1.33E-03,0.00E+00,2.90E-01,6.31E-04,9,...........
,232,4.66,2.81E-01,-1.28E-03,0.00E+00,2.80E-01,6.40E-04,9,...........
,233,4.68,2.71E-01,-1.24E-03,0.00E+00,2.70E-01,6.16E-04,9,...........
,234,4.7,2.61E-01,-1.19E-03,0.00E+00,2.60E-01,6.25E-04,9,...........
,235,4.72,2.51E-01,-1.13E-03,0.00E+00,2.50E-01,6.27E-04,9,...........
,236,4.74,2.41E-01,-1.08E-03,0.00E+00,2.40E-01,6.40E-04,9,...........
,237,4.76,2.31E-01,-1.02E-03,0.00E+00,2.30E-01,6.30E-04,9,...........
,238,4.78,2.21E-01,-9.57E-04,0.00E+00,2.20E-01,6.34E-04,9,...........
,239,4.8,2.11E-01,-8.95E-04,0.00E+00,2.10E-01,6.51E-04,9,...........
,240,4.82,2.01E-01,-8.34E-04,0.00E+00,2.00E-01,6.34E-04,9,...........
,241,4.84,1.91E-01,-7.75E-04,0.00E+00,1.90E-01,6.27E-04,9,...........
,242,4.86,1.81E-01,-7.20E-04,0.00E+00,1.80E-01,6.30E-04,9,...........
,243,4.88,1.71E-01,-6.72E-04,0.00E+00,1.70E-01,6.42E-04,9,...........
,244,4.9,1.61E-01,-6.29E-04,0.00E+00,1.60E-01,6.40E-04,9,...........
,245,4.92,1.51E-01,-5.94E-04,0.00E+00,1.50E-01,6.36E-04,9,...........
,246,4.94,1.41E-01,-5.66E-04,0.00E+00,1.40E-01,6.35E-04,9,...........
,247,4.96,1.31E-01,-5.43E-04,0.00E+00,1.30E-01,6.26E-04,9,...........
,248,4.98,1.21E-01,-5.26E-04,0.00E+00,1.20E-01,6.31E-04,9,...........
,249,5,1.11E-01,-5.14E-04,0.00E+00,1.10E-01,6.41E-04,9,...........
,250,5.02,1.01E-01,-5.06E-04,0.00E+00,1.00E-01,6.40E-04,9,...........
,251,5.04,9.08E-02,-5.03E-04,0.00E+00,9.00E-02,6.31E-04,9,...........
,252,5.06,8.08E-02,-5.03E-04,0.00E+00,8.00E-02,6.50E-04,9,...........
,253,5.08,7.08E-02,-5.06E-04,0.00E+00,7.00E-02,6.39E-04,9,...........
